,종점,노선ID,노선번호,노선유형,기점
405,송내역.로데오거리,ICB165000055,87,간선버스,드림파크야생화단지
406,상정중학교,ICB165000056,103,간선버스,동춘동차고지
407,왕산차고지,ICB165000057,111,좌석버스,십정동차고지
408,동춘동차고지,ICB165000058,112,간선버스,십정동차고지
409,인천공항T1(3층14번),ICB165000059,202,간선버스,석남동차고지
410,인천공항T2(8)번출입구(3층),ICB165000060,203,간선버스,영종선착장입구
411,큰무리선착장,ICB165000062,222,간선버스,인천공항T1(3층7번)
412,인천공항T1(3층14번),ICB165000063,223,간선버스,영종역
413,송정역,ICB165000064,300,간선버스,원창동(기점)
414,인천공항T1(3층13번),ICB165000067,302,좌석버스,십정동차고지
415,왕산차고지,ICB165000068,306,좌석버스,십정동차고지
416,인천공항T2(8)번출입구(3층),ICB165000070,308,좌석버스,북변환승센터.구터미널
417,명가빌라(회차),ICB165000071,506,지선버스,산업용품유통센터
418,도화역,ICB165000072,510,지선버스,510번차고지
419,주안역환승정류장,ICB165000073,511,지선버스,독배로317번길(삼거리)
420,삼성빌라(종점),ICB165000074,512,지선버스,인하대후문
421,주안역환승정류장,ICB165000076,514-1,지선버스,남촌농산물도매시장
422,주안역,ICB165000077,515,지선버스,인천지방법원
423,주안역환승정류장,ICB165000078,516,지선버스,현광아파트후문
424,동인천,ICB165000079,517,지선버스,윤성아파트(인항고교)
425,주안역,ICB165000080,518,지선버스,종점(병무청)
426,동인천,ICB165000081,519,지선버스,윤성아파트(인항고교)
427,롯데백화점(인천터미널),ICB165000082,520,지선버스,현광아파트후문
428,동인천,ICB165000083,521,지선버스,옥련중학교
429,주안역,ICB165000084,522,지선버스,동춘역
430,인명여자고등학교,ICB165000085,523,지선버스,무지개아파트(동남아파트)
431,동암남부역,ICB165000088,533,마을버스,만수신동아아파트
432,롯데백화점(인천터미널),ICB165000089,534,마을버스,장수공영차고지
433,동암남부역,ICB165000090,535,지선버스,뒷방죽들
434,동암남부역,ICB165000092,536,지선버스,인천대공원후문(장수동)
435,동암남부역,ICB165000093,537,지선버스,남동공단입구
436,동암남부역,ICB165000094,538,지선버스,대토단지앞
437,부평농장사무소,ICB165000095,539,지선버스,백운역
438,남동중학교,ICB165000096,540,지선버스,540번종점
439,부평역,ICB165000097,551,지선버스,청천농장(종점)
440,부평역,ICB165000101,555,지선버스,진산초등학교
441,범양아파트,ICB165000102,556,지선버스,삼산동차고지
442,부평시장(한남프라자),ICB165000103,557,지선버스,희망체육공원입구
443,부평역,ICB165000104,558,지선버스,진산초등학교
444,부평역(27번출구),ICB165000106,560,지선버스,부평구청
445,부평시장(한남프라자),ICB165000107,561,지선버스,희망체육공원입구
446,2001아울렛부평점,ICB165000110,564,지선버스,간석북부역
447,백운역,ICB165000111,564-1,지선버스,새소망교회
448,부평역,ICB165000112,565,지선버스,진산초등학교
449,시청광장입구,ICB165000113,566,지선버스,산업단지사거리
450,백운역,ICB165000114,567,지선버스,대우아파트
451,백운역,ICB165000116,569,지선버스,한신휴아파트
452,부평시장(가구의거리),ICB165000117,570,지선버스,한신휴아파트
453,부평역,ICB165000118,571,지선버스,삼산동차고지
454,부평역(27번출구),ICB165000119,574,지선버스,뉴서울1차아파트
455,부평역,ICB165000120,579,지선버스,부개역
456,부평역,ICB165000121,581,지선버스,롯데마트
457,부평역,ICB165000122,582,지선버스,계산여고
458,부평역,ICB165000123,583,지선버스,갈현교
459,계양역,ICB165000124,584,지선버스,원창동(종점)
460,부평역,ICB165000125,585,지선버스,백영아파트
461,부평역(12번출구),ICB165000126,586,지선버스,인천나비공원
462,계산역,ICB165000127,587,지선버스,계산역
463,서운동,ICB165000128,588,지선버스,인천나비공원
464,효성동동화운수차고지,ICB165000129,590,지선버스,유림골프장
465,검암역(원당방면),ICB165000130,591,지선버스,원창동(종점)
466,간석오거리역(7번출구),ICB165000132,592,지선버스,신영자동차(종점)
467,동암북부역광장,ICB165000133,593,지선버스,배수지입구
468,서울역,ICB165000145,1000,광역버스,경남아너스빌
469,서울역,ICB165000146,1100,광역버스,공단사거리
470,서울역,ICB165000147,1101,광역버스,마전지구버스차고지
471,서울역,ICB165000148,1200,광역버스,범양아파트(종점)
472,서울역,ICB165000149,1300,광역버스,힐스테이트레이크송도2차(201동)
473,서울역,ICB165000150,1301,광역버스,송도공영차고지
474,서울역,ICB165000151,1400,광역버스,인천터미널
475,서울역,ICB165000152,1500,광역버스,롯데마트
476,서울역,ICB165000154,1601,광역버스,인하대후문
477,강남역서초현대타워앞,ICB165000160,9100,광역버스,숭의역(1번출구)
478,강남역서초현대타워앞,ICB165000161,9200,광역버스,송도파크레인동일하이빌
479,강남역서초현대타워앞,ICB165000162,9300,광역버스,청라국제업무단지(골드클래스)
480,시민의숲.양재꽃시장,ICB165000163,9500,광역버스,부평역
481,시민의숲.양재꽃시장,ICB165000164,9501,광역버스,마전지구버스차고지
482,굴포천역(부평농협),ICB165000180,111-2,간선버스,동춘동차고지
483,미추홀구청,ICB165000196,28-1,간선버스,가좌동차고
484,송내역남부,ICB165000201,16-1,간선버스,항동7가버스차고지
485,강남역서초현대타워앞,ICB165000215,M6405,광역버스,웰카운티
486,동춘동차고지,ICB165000216,103-1,간선버스,십정동차고지
487,인천공항T1(3층13번),ICB165000219,303,좌석버스,십정동차고지
488,로봇타워,ICB165000230,70,간선버스,강화터미널
489,삼보아파트(계양구청),ICB165000238,2-1,간선버스,청라디이스트
490,도담공원.푸르지오더베뉴,ICB165000240,66,간선버스,드림파크야생화단지
491,주안역,ICB165000243,515-1,지선버스,인천지방법원
492,강남역서초현대타워앞,ICB165000245,9201,광역버스,성호아파트
493,강화터미널,ICB165000249,3(강화),지선버스,강화터미널
494,강화터미널,ICB165000250,4(강화),지선버스,강화터미널
495,돌머루(대산종점),ICB165000251,10(강화),지선버스,강화터미널
496,범허리종점,ICB165000252,11(강화),지선버스,강화터미널
497,강화터미널,ICB165000253,12(강화),순환버스,강화터미널
498,강화터미널,ICB165000254,13(강화),순환버스,강화터미널
499,강화터미널,ICB165000255,14(강화),순환버스,강화터미널
500,강화터미널,ICB165000256,15(강화),순환버스,강화터미널
501,금월리종점,ICB165000258,17(강화),순환버스,강화터미널
502,우뢰촌,ICB165000259,20(강화),순환버스,강화터미널
503,우뢰촌,ICB165000260,21(강화),순환버스,강화터미널
504,부대아래,ICB165000261,22(강화),순환버스,강화터미널
505,모름말,ICB165000262,23(강화),순환버스,강화터미널
506,인화리종점,ICB165000263,24(강화),순환버스,강화터미널
507,인화리종점,ICB165000264,25(강화),순환버스,강화터미널
508,생설미,ICB165000265,26(강화),순환버스,강화터미널
509,생설미,ICB165000266,27(강화),순환버스,강화터미널
510,외포리,ICB165000267,30(강화),순환버스,강화터미널
511,창후리종점,ICB165000269,32(강화),순환버스,강화터미널
512,망월종점,ICB165000270,33(강화),순환버스,강화터미널
513,망월종점,ICB165000271,34(강화),순환버스,강화터미널
514,항청리종점,ICB165000274,37(강화),순환버스,강화터미널
515,화도터미널,ICB165000276,40(강화),순환버스,강화터미널
516,정수사입구,ICB165000277,41(강화),순환버스,강화터미널
517,화도터미널,ICB165000278,42(강화),순환버스,강화터미널
518,화도터미널,ICB165000280,44(강화),순환버스,강화터미널
519,산문종점,ICB165000281,45(강화),순환버스,강화터미널
520,양도면사무소(쉘터),ICB165000284,48(강화),순환버스,강화터미널
521,길상보건지소,ICB165000285,50(강화),순환버스,강화터미널
522,동검리종점,ICB165000286,51(강화),순환버스,강화터미널
523,온수리,ICB165000287,52(강화),순환버스,강화터미널
524,온수리,ICB165000288,53(강화),지선버스,강화터미널
525,고능종점(지래),ICB165000289,54(강화),순환버스,강화터미널
526,온수리,ICB165000290,55(강화),순환버스,강화터미널
527,장안말(온천스파),ICB165000292,57(강화),순환버스,강화터미널
528,시민의숲.양재꽃시장,ICB165000303,9802,광역버스,공단사거리
529,화도터미널,ICB165000306,43(강화),순환버스,강화터미널
530,인천아시아드주경기장(동문),ICB165000310,3-2,간선버스,무지개아파트(동남아파트)
531,문학경기장(X게임장),ICB165000313,800,좌석버스,강화터미널
532,국제업무단지(공항청사),ICB165000315,222(A),간선버스,영종KCC스위첸옆문
533,마시란해변(전주집),ICB165000318,222(B),간선버스,인천공항T1(3층7번)
534,태평아파트1차(B),ICB165000324,595,지선버스,청라문학공원
535,이화진등마을경로당,ICB165000325,계양1,순환버스,계양역
536,둑실동회차지,ICB165000326,계양2번,순환버스,계양역
537,동남아파트(무지개아파트),ICB165000328,72,간선버스,청라국제도시역
538,동암북부역광장,ICB165000330,530,지선버스,새소망교회
539,원창동(종점),ICB165000334,9,간선버스,송도제2차고지
540,인천공항T2(8)번출입구(3층),ICB165000343,307,좌석버스,십정동차고지
541,인천공항T2(8)번출입구(3층),ICB165000350,303-1,좌석버스,십정동차고지
542,송내역남부,ICB165000364,8A,간선버스,인천대학교공과대학
543,가양역.우성아파트,ICB165000377,7700,광역버스,로봇타워
544,인하대병원,ICB165000379,5,간선버스,신명아파트.대우3차아파트
545,서울역,ICB165000381,M6724,광역버스,연세대
546,금마초등학교,ICB165000382,526,지선버스,가좌동차고
547,운서역,ICB165000389,304,좌석버스,십정동차고지
548,롯데몰.김포공항,ICB165000391,60-5,좌석버스,강화터미널
549,LH7단지,ICB165000392,320,좌석버스,송도더샵센트럴시티.글로벌캠퍼스푸르지오
550,인천공항T1(3층14번),ICB165000408,223A,간선버스,신북항고가교
551,연세대학교앞,ICB165000409,M6628,광역버스,경남아너스빌
552,개화역광역환승센터,ICB165000412,117,좌석버스,LH7단지
553,영종역,ICB165000415,중구1,순환버스,영종중학교
554,용유동행정복지센터,ICB165000416,중구2,순환버스,영종고등학교
555,용유동행정복지센터,ICB165000417,중구2-1,순환버스,인천공항T1(3층7번)
556,영종중학교,ICB165000418,중구3,순환버스,영종선착장
557,영종중학교,ICB165000419,중구4,순환버스,예단포물양장
558,서울역,ICB165000421,1302,광역버스,극지연구소
559,부평시장역,ICB165000439,43-1,간선버스,검암역(시내방면)
560,인천성모병원종점지주차장,ICB165000441,43,간선버스,드림파크야생화단지
561,송도제2차고지입구,ICB165000442,81,간선버스,석남동차고지
562,입구지입구,ICB165000445,204,간선버스,영종아레나
563,서부공단입구,ICB165000452,302B,좌석버스,십정동차고지
564,장흥리종점,ICB165000466,58(강화),지선버스,강화터미널
565,장흥리종점,ICB165000467,59(강화),지선버스,강화터미널
566,월선포,ICB165000473,18(강화),순환버스,강화터미널
567,화도터미널,ICB165000474,49(강화),순환버스,강화터미널
568,돌머루(대산종점),ICB165000477,10A(강화),지선버스,강화터미널
569,범허리종점,ICB165000478,11A(강화),지선버스,강화터미널
570,강화터미널,ICB165000479,12A(강화),순환버스,강화터미널
571,황산도,ICB165000481,53A(강화),순환버스,강화터미널
572,인천공항T1(3층13번),ICB165000483,306A,좌석버스,서부공단입구
573,석모대교(석포리방향),ICB165000487,31A(강화),순환버스,강화터미널
574,보문사,ICB165000488,31B(강화),순환버스,강화터미널
575,강화터미널,ICB165000491,9(강화),지선버스,강화터미널
576,강남중교,ICB165000496,44A(강화),순환버스,강화터미널
577,KTX광명역4번출구,ICB165000497,6770,광역버스,인천공항T2-B1층
578,가정(루원시티)역,ICB165000498,701,지선버스,청라국제도시역
579,가정(루원시티)역,ICB165000499,702,지선버스,청라국제도시역
580,부평시장(한남프라자),ICB165000501,557A,지선버스,희망체육공원입구
581,보문사,ICB165000504,35A(강화),순환버스,강화터미널
582,보문사,ICB165000505,35B(강화),순환버스,강화터미널
583,가정(루원시티)역,ICB165000507,44,간선버스,쉐보레출고사무소
584,인천공항T1(3층13번),ICB165000508,310,좌석버스,검단사거리역
